ID,type,q_place_1,q_place_type_1,parent_hierarchy_1,hierarchy_types_1,q_place_2,q_place_type_2,parent_hierarchy_2,hierarchy_types_2,q_place_3plus,q_place_type_3,parent_hierarchy_3,hierarchy_types_3
2021.c.1.2.2,tossup + bonus,Delhi,inhabited places,Delhi,,,,,,,,,
2021.c.1.2.2,,,cities,India,primary political entities,,,,,,,,
2021.c.1.2.2,,,,,republics,,,,,,,,
2021.c.1.2.2,,,,,nations,,,,,,,,
2021.c.1.2.2,,,,,independent political entities,,,,,,,,
2021.c.1.2.2,,,,,independent sovereign nations,,,,,,,,
2021.c.1.2.2,,,,,controlled regions,,,,,,,,
2021.c.1.2.2,,,national capitals,Asia,continents,,,,,,,,
2021.c.1.2.2,,,regional capitals,World,areas (geography),,,,,,,,
2021.c.1.2.2,,,transportation centers (inhabited places),,facets (controlled vocabulary),,,,,,,,
2021.c.1.2.2,,,trade centers,,,,,,,,,,
2021.c.1.2.2,,,,,,,,,,,,,
2021.c.1.2.2,,,,,,,,,,,,,
2021.c.1.2.2,,,,,,,,,,,,,
2021.c.1.2.2,,,,,,,,,,,,,
2021.c.1.2.2,,,,,,,,,,,,,
2021.c.1.2.3,tossup + bonus,Vermont,first level subdivisions (political entities),United States,primary political entities,,,,,,,,
2021.c.1.2.3,,,,,nations,,,,,,,,
2021.c.1.2.3,,,,,independent political entities,,,,,,,,
2021.c.1.2.3,,,,,independent sovereign nations,,,,,,,,
2021.c.1.2.3,,,states (political divisions),North and Central America,continents,,,,,,,,
2021.c.1.2.3,,,,World,areas (geography),,,,,,,,
2021.c.1.2.3,,,,,facets (controlled vocabulary),,,,,,,,
2021.c.1.2.3,,,,,,,,,,,,,
2021.c.1.2.3,,,,,,,,,,,,,
2021.c.1.2.3,,,,,,,,,,,,,
2021.c.1.2.4,tossup + bonus,,,,,,,,,,,,
2021.c.1.2.5,tossup + bonus,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.2.5,,,nations,World,areas (geography),,,,,,,,
2021.c.1.2.5,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.2.5,,,independent sovereign nations,,,,,,,,,,
2021.c.1.2.6,tossup + bonus,Spain,primary political entities,Europe,continents,Cuba,primary political entities,North and Central America,continents,Veracruz,inhabited places,Baja California,
2021.c.1.2.6,,,,,,,,,,,,Mexico,primary political entities
2021.c.1.2.6,,,,,,,,,,,,,republics
2021.c.1.2.6,,,,,,,,,,,,,nations
2021.c.1.2.6,,,,,,,,,,,,,independent political entities
2021.c.1.2.6,,,,,,,,,,,,,independent sovereign nations
2021.c.1.2.6,,,,,,,,,,,,North and Central America,continents
2021.c.1.2.6,,,,,,,,,,,,World,areas (geography)
2021.c.1.2.6,,,,,,,,,,,,,facets (controlled vocabulary)
2021.c.1.2.6,,,,,,,island nations,World,areas (geography),Tenochtitlan,former communities,Mexico City,
2021.c.1.2.6,,,,,,,,,,,city-states,Distrito Federal,
2021.c.1.2.6,,,,,,,,,,,inhabited places,Mexico,primary political entities
2021.c.1.2.6,,,,,,,,,,,,,republics
2021.c.1.2.6,,,,,,,,,,,,,nations
2021.c.1.2.6,,,,,,,,,,,,,independent political entities
2021.c.1.2.6,,,,,,,,,,,,,independent sovereign nations
2021.c.1.2.6,,,,,,,,,,,Aztec (culture or style),North and Central America,continents
2021.c.1.2.6,,,,,,,,,,,,World,areas (geography)
2021.c.1.2.6,,,,,,,,,,,,,facets (controlled vocabulary)
2021.c.1.2.6,,,,,,,republics,,facets (controlled vocabulary),Aztec Empire,former primary political entities,Mexico,primary political entities
2021.c.1.2.6,,,,,,,,,,,,,republics
2021.c.1.2.6,,,,,,,,,,,,,nations
2021.c.1.2.6,,,,,,,,,,,,,independent political entities
2021.c.1.2.6,,,,,,,,,,,,,independent sovereign nations
2021.c.1.2.6,,,,,,,nations,,,,empires (sovereign states),North and Central America,continents
2021.c.1.2.6,,,,,,,independent political entities,,,,,World,areas (geography)
2021.c.1.2.6,,,,,,,independent sovereign nations,,,,,,facets (controlled vocabulary)
2021.c.1.2.6,,Spain,inhabited regions,World,areas (geography),,,,,,,,
2021.c.1.2.6,,,republics,,facets (controlled vocabulary),,,,,,,,
2021.c.1.2.6,,,nations,,,,,,,,,,
2021.c.1.2.6,,,independent political entities,,,,,,,,,,
2021.c.1.2.6,,,independent sovereign nations,,,,,,,,,,
2021.c.1.2.6,,,constitutional monarchies,,,,,,,,,,
2021.c.1.2.6,,,monarchies,,,,,,,,,,
2021.c.1.2.7,tossup + bonus,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.2.7,,,nations,World,areas (geography),,,,,,,,
2021.c.1.2.7,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.2.7,,,independent sovereign nations,,,,,,,,,,
2021.c.1.2.8,tossup + bonus,Las Vegas,inhabited places,Clark,,,,,,,,,
2021.c.1.2.8,,,county seats,Nevada,,,,,,,,,
2021.c.1.2.8,,,cities,United States,primary political entities,,,,,,,,
2021.c.1.2.8,,,,,nations,,,,,,,,
2021.c.1.2.8,,,,,independent political entities,,,,,,,,
2021.c.1.2.8,,,,,independent sovereign nations,,,,,,,,
2021.c.1.2.8,,,resort centers,North and Central America,continents,,,,,,,,
2021.c.1.2.8,,,tourist centers,World,areas (geography),,,,,,,,
2021.c.1.2.8,,,,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.1,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.3.lightning.1.1,,,nations,World,areas (geography),,,,,,,,
2021.c.1.3.lightning.1.1,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.1,,,independent sovereign nations,,,,,,,,,,
2021.c.1.3.lightning.1.2,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.1.3,lightning,Laos,primary political entities,Asia,continents,,,,,,,,
2021.c.1.3.lightning.1.3,,,republics,World,areas (geography),,,,,,,,
2021.c.1.3.lightning.1.3,,,nations,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.3,,,independent political entities,,,,,,,,,,
2021.c.1.3.lightning.1.3,,,independent sovereign nations,,,,,,,,,,
2021.c.1.3.lightning.1.3,,,protectorates,,,,,,,,,,
2021.c.1.3.lightning.1.3,,,controlled regions,,,,,,,,,,
2021.c.1.3.lightning.1.3,,,kingdoms (political administrative bodies),,,,,,,,,,
2021.c.1.3.lightning.1.4,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.1.5,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.1.6,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.3.lightning.1.6,,,nations,World,areas (geography),,,,,,,,
2021.c.1.3.lightning.1.6,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.6,,,independent sovereign nations,,,,,,,,,,
2021.c.1.3.lightning.1.7,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.3.lightning.1.7,,,nations,World,areas (geography),,,,,,,,
2021.c.1.3.lightning.1.7,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.7,,,independent sovereign nations,,,,,,,,,,
2021.c.1.3.lightning.1.8,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.1.3.lightning.1.8,,,nations,World,areas (geography),,,,,,,,
2021.c.1.3.lightning.1.8,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.1.8,,,independent sovereign nations,,,,,,,,,,
2021.c.1.3.lightning.2.1,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.2,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.3,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.4,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.5,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.6,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.7,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.2.8,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.1,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.2,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.3,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.4,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.5,lightning,Mesopotamia,areas (geography),Asia,continents,,,,,,,,
2021.c.1.3.lightning.3.5,,,first level subdivisions (political entities),World,areas (geography),,,,,,,,
2021.c.1.3.lightning.3.5,,,former administrative divisions,,facets (controlled vocabulary),,,,,,,,
2021.c.1.3.lightning.3.5,,,general regions,,,,,,,,,,
2021.c.1.3.lightning.3.5,,,provinces,,,,,,,,,,
2021.c.1.3.lightning.3.6,lightning,,,,,,,,,,,,
2021.c.1.3.lightning.3.7,lightning,,,,,Italy,primary political entities,Europe,continents,,,,
2021.c.1.3.lightning.3.7,,,,,,,inhabited regions,World,areas (geography),,,,
2021.c.1.3.lightning.3.7,,,,,,,republics,,facets (controlled vocabulary),,,,
2021.c.1.3.lightning.3.7,,,,,,,nations,,,,,,
2021.c.1.3.lightning.3.7,,,,,,,independent political entities,,,,,,
2021.c.1.3.lightning.3.7,,,,,,,independent sovereign nations,,,,,,
2021.c.1.3.lightning.3.7,,,,,,,dictatorships,,,,,,
2021.c.1.3.lightning.3.7,,,,,,,kingdoms (political administrative bodies),,,,,,
2021.c.1.3.lightning.3.8,lightning,,,,,,,,,,,,
2021.c.1.4.1,tossup,Missouri,first level subdivisions (political entities),United States,primary political entities,California,first level subdivisions (political entities),United States,primary political entities,,,,
2021.c.1.4.1,,,,,,,states (political divisions),,nations,,,,
2021.c.1.4.1,,,,,,,,,independent political entities,,,,
2021.c.1.4.1,,,,,,,,,independent sovereign nations,,,,
2021.c.1.4.1,,,,,,,,North and Central America,continents,,,,
2021.c.1.4.1,,,,,,,,World,areas (geography),,,,
2021.c.1.4.1,,,,,,,,,facets (controlled vocabulary),,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.1,,Missouri,,United States,nations,,,,,,,,
2021.c.1.4.1,,,,,independent political entities,,,,,,,,
2021.c.1.4.1,,,,,independent sovereign nations,,,,,,,,
2021.c.1.4.1,,,states (political divisions),North and Central America,continents,,,,,,,,
2021.c.1.4.1,,,,World,areas (geography),,,,,,,,
2021.c.1.4.1,,,,,facets (controlled vocabulary),,,,,,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.1,,,,,,,,,,,,,
2021.c.1.4.2,tossup,Atlanta,inhabited places,Fulton,,Georgia,first level subdivisions (political entities),United States,primary political entities,,,,
2021.c.1.4.2,,,,,,,states (political divisions),,nations,,,,
2021.c.1.4.2,,,,,,,,,independent political entities,,,,
2021.c.1.4.2,,,,,,,,,independent sovereign nations,,,,
2021.c.1.4.2,,,,,,,,North and Central America,continents,,,,
2021.c.1.4.2,,,,,,,,World,areas (geography),,,,
2021.c.1.4.2,,,,,,,,,facets (controlled vocabulary),,,,
2021.c.1.4.2,,,,,,,,,,,,,
2021.c.1.4.2,,,,,,,,,,,,,
2021.c.1.4.2,,,,,,,,,,,,,
2021.c.1.4.2,,Atlanta,county seats,Georgia,,,,,,,,,
2021.c.1.4.2,,,cities,United States,primary political entities,,,,,,,,
2021.c.1.4.2,,,,,nations,,,,,,,,
2021.c.1.4.2,,,,,independent political entities,,,,,,,,
2021.c.1.4.2,,,,,independent sovereign nations,,,,,,,,
2021.c.1.4.2,,,manufacturing centers,North and Central America,continents,,,,,,,,
2021.c.1.4.2,,,military centers,World,areas (geography),,,,,,,,
2021.c.1.4.2,,,educational centers (buildings),,facets (controlled vocabulary),,,,,,,,
2021.c.1.4.2,,,commercial centers (inhabited places),,,,,,,,,,
2021.c.1.4.2,,,state capitals,,,,,,,,,,
2021.c.1.4.2,,,cultural centers (buildings),,,,,,,,,,
2021.c.1.4.2,,,financial centers,,,,,,,,,,
2021.c.1.4.2,,,medical centers,,,,,,,,,,
2021.c.1.4.2,,,industrial centers (inhabited places),,,,,,,,,,
2021.c.1.4.2,,,transportation centers (inhabited places),,,,,,,,,,
2021.c.1.4.2,,,prison centers (inhabited places),,,,,,,,,,
2021.c.1.4.2,,,tourist centers,,,,,,,,,,
2021.c.1.4.3,tossup,,,,,Georgia,first level subdivisions (political entities),United States,primary political entities,United States,primary political entities,North and Central America,continents
2021.c.1.4.3,,,,,,,,,,,nations,World,areas (geography)
2021.c.1.4.3,,,,,,,,,,,independent political entities,,facets (controlled vocabulary)
2021.c.1.4.3,,,,,,,,,,,independent sovereign nations,,
2021.c.1.4.3,,,,,,,states (political divisions),,nations,New Jersey,first level subdivisions (political entities),United States,primary political entities
2021.c.1.4.3,,,,,,,,,,,,,nations
2021.c.1.4.3,,,,,,,,,,,,,independent political entities
2021.c.1.4.3,,,,,,,,,,,,,independent sovereign nations
2021.c.1.4.3,,,,,,,,,independent political entities,,states (political divisions),North and Central America,continents
2021.c.1.4.3,,,,,,,,,independent sovereign nations,,,World,areas (geography)
2021.c.1.4.3,,,,,,,,North and Central America,continents,,,,facets (controlled vocabulary)
2021.c.1.4.3,,,,,,,,World,areas (geography),,,,
2021.c.1.4.3,,,,,,,,,facets (controlled vocabulary),,,,
2021.c.1.4.3,,,,,,,,,,,,,
2021.c.1.4.3,,,,,,,,,,,,,
2021.c.1.4.3,,,,,,,,,,,,,
2021.c.1.4.4,tossup,Russia,primary political entities,Asia,continents,,,,,,,,
2021.c.1.4.4,,,republics,World,areas (geography),,,,,,,,
2021.c.1.4.4,,,nations,,facets (controlled vocabulary),,,,,,,,
2021.c.1.4.4,,,independent political entities,,,,,,,,,,
2021.c.1.4.5,tossup,Mombasa,first level subdivisions (political entities),Kenya,primary political entities,Nairobi,inhabited places,Nairobi City,,,,,
2021.c.1.4.5,,,,,,,cities,Kenya,primary political entities,,,,
2021.c.1.4.5,,,,,,,national capitals,,colonies,,,,
2021.c.1.4.5,,,,,,,educational centers (buildings),,former territories/colonies/dependent states,,,,
2021.c.1.4.5,,,,,,,commercial centers (inhabited places),,republics,,,,
2021.c.1.4.5,,,,,,,municipalities,,nations,,,,
2021.c.1.4.5,,,,,,,industrial centers (inhabited places),,independent political entities,,,,
2021.c.1.4.5,,,,,,,transportation centers (inhabited places),,independent sovereign nations,,,,
2021.c.1.4.5,,,,,,,tourist centers,,protectorates,,,,
2021.c.1.4.5,,,,,,,trade centers,,controlled regions,,,,
2021.c.1.4.5,,,,,,,,Africa,continents,,,,
2021.c.1.4.5,,,,,,,,,inhabited places,,,,
2021.c.1.4.5,,,,,,,,World,areas (geography),,,,
2021.c.1.4.5,,,,,,,,,facets (controlled vocabulary),,,,
2021.c.1.4.5,,Mombasa,,Kenya,colonies,,,,,,,,
2021.c.1.4.5,,,,,former territories/colonies/dependent states,,,,,,,,
2021.c.1.4.5,,,,,republics,,,,,,,,
2021.c.1.4.5,,,,,nations,,,,,,,,
2021.c.1.4.5,,,,,independent political entities,,,,,,,,
2021.c.1.4.5,,,,,independent sovereign nations,,,,,,,,
2021.c.1.4.5,,,,,protectorates,,,,,,,,
2021.c.1.4.5,,,,,controlled regions,,,,,,,,
2021.c.1.4.5,,,counties,Africa,continents,,,,,,,,
2021.c.1.4.5,,,,,inhabited places,,,,,,,,
2021.c.1.4.5,,,,World,areas (geography),,,,,,,,
2021.c.1.4.5,,,,,facets (controlled vocabulary),,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.5,,,,,,,,,,,,,
2021.c.1.4.6,tossup,,,,,,,,,,,,
2021.c.1.4.7,tossup,,,,,,,,,,,,
2021.c.1.4.8,tossup,United States,primary political entities,North and Central America,continents,Louisiana,first level subdivisions (political entities),United States,primary political entities,United States,primary political entities,North and Central America,continents
2021.c.1.4.8,,,,,,,,,,,nations,World,areas (geography)
2021.c.1.4.8,,,,,,,,,,,independent political entities,,facets (controlled vocabulary)
2021.c.1.4.8,,,,,,,,,,,independent sovereign nations,,
2021.c.1.4.8,,,,,,,states (political divisions),,nations,New Orleans,inhabited places,Orleans,
2021.c.1.4.8,,,,,,,,,independent political entities,,county seats,Louisiana,
2021.c.1.4.8,,,,,,,,,independent sovereign nations,,capitals (seats of government),United States,primary political entities
2021.c.1.4.8,,,,,,,,,,,,,nations
2021.c.1.4.8,,,,,,,,,,,,,independent political entities
2021.c.1.4.8,,,,,,,,,,,,,independent sovereign nations
2021.c.1.4.8,,,,,,,,North and Central America,continents,,cities,North and Central America,continents
2021.c.1.4.8,,,,,,,,World,areas (geography),,manufacturing centers,World,areas (geography)
2021.c.1.4.8,,,,,,,,,facets (controlled vocabulary),,educational centers (buildings),,facets (controlled vocabulary)
2021.c.1.4.8,,United States,nations,World,areas (geography),,,,,,commercial centers (inhabited places),,
2021.c.1.4.8,,,independent political entities,,facets (controlled vocabulary),,,,,,cultural centers (buildings),,
2021.c.1.4.8,,,independent sovereign nations,,,,,,,,resorts,,
2021.c.1.extra.1,tossup + bonus,,,,,,,,,,industrial centers (inhabited places),,
2021.c.1.extra.1,,,,,,,,,,,ports (settlements),,
2021.c.1.extra.1,,,,,,,,,,,tourist centers,,
2021.c.2.1.1,tossup,Ravenna,agricultural centers (inhabited places),Ravenna,,San Marino,primary political entities,Europe,continents,Holy See,primary political entities,Europe,continents
2021.c.2.1.1,,,,,,,,,,,nations,World,areas (geography)
2021.c.2.1.1,,,,,,,,,,,independent political entities,,facets (controlled vocabulary)
2021.c.2.1.1,,,,,,,,,,,independent sovereign nations,,
2021.c.2.1.1,,,,,,,republics,World,areas (geography),Roman Empire,former primary political entities,World,areas (geography)
2021.c.2.1.1,,,,,,,nations,,facets (controlled vocabulary),,historical regions,,facets (controlled vocabulary)
2021.c.2.1.1,,,,,,,independent political entities,,,,empires (sovereign states),,
2021.c.2.1.1,,,,,,,independent sovereign nations,,,,political entities,,
2021.c.2.1.1,,Ravenna,inhabited places,Emilia-Romagna,,,,,,,,,
2021.c.2.1.1,,,capitals (seats of government),Italy,primary political entities,,,,,,,,
2021.c.2.1.1,,,,,inhabited regions,,,,,,,,
2021.c.2.1.1,,,,,republics,,,,,,,,
2021.c.2.1.1,,,,,nations,,,,,,,,
2021.c.2.1.1,,,,,independent political entities,,,,,,,,
2021.c.2.1.1,,,,,independent sovereign nations,,,,,,,,
2021.c.2.1.1,,,,,dictatorships,,,,,,,,
2021.c.2.1.1,,,,,kingdoms (political administrative bodies),,,,,,,,
2021.c.2.1.1,,,cities,Europe,continents,,,,,,,,
2021.c.2.1.1,,,provincial capitals,World,areas (geography),,,,,,,,
2021.c.2.1.1,,,cultural centers (buildings),,facets (controlled vocabulary),,,,,,,,
2021.c.2.1.1,,,industrial centers (inhabited places),,,,,,,,,,
2021.c.2.1.1,,,World Heritage Sites,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.1,,,,,,,,,,,,,
2021.c.2.1.2,tossup,Lisbon,inhabited places,Lisbon,,Germany,primary political entities,Europe,continents,,,,
2021.c.2.1.2,,,,,,,republics,World,areas (geography),,,,
2021.c.2.1.2,,,,,,,nations,,facets (controlled vocabulary),,,,
2021.c.2.1.2,,,,,,,independent political entities,,,,,,
2021.c.2.1.2,,,,,,,independent sovereign nations,,,,,,
2021.c.2.1.2,,Lisbon,district capitals,Portugal,primary political entities,,,,,,,,
2021.c.2.1.2,,,,,republics,,,,,,,,
2021.c.2.1.2,,,,,nations,,,,,,,,
2021.c.2.1.2,,,,,independent political entities,,,,,,,,
2021.c.2.1.2,,,,,independent sovereign nations,,,,,,,,
2021.c.2.1.2,,,,,counties,,,,,,,,
2021.c.2.1.2,,,,,kingdoms (political administrative bodies),,,,,,,,
2021.c.2.1.2,,,cities,Europe,continents,,,,,,,,
2021.c.2.1.2,,,national capitals,World,areas (geography),,,,,,,,
2021.c.2.1.2,,,commercial centers (inhabited places),,facets (controlled vocabulary),,,,,,,,
2021.c.2.1.2,,,educational centers (buildings),,,,,,,,,,
2021.c.2.1.2,,,transportation centers (inhabited places),,,,,,,,,,
2021.c.2.1.2,,,ports (settlements),,,,,,,,,,
2021.c.2.1.2,,,tourist centers,,,,,,,,,,
2021.c.2.1.3,tossup,,,,,,,,,,,,
2021.c.2.1.4,tossup,United States,primary political entities,North and Central America,continents,,,,,,,,
2021.c.2.1.4,,,nations,World,areas (geography),,,,,,,,
2021.c.2.1.4,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2021.c.2.1.4,,,independent sovereign nations,,,,,,,,,,
2021.c.2.1.5,tossup,Prussia,former primary political entities,Europe,continents,Crimea,general regions,Crimea Oblast,,,,,
2021.c.2.1.5,,,,,,,peninsulas,Ukraine,primary political entities,,,,
2021.c.2.1.5,,,,,,,,,republics,,,,
2021.c.2.1.5,,,,,,,,,nations,,,,
2021.c.2.1.5,,,,,,,,,independent political entities,,,,
2021.c.2.1.5,,,,,,,,Europe,continents,,,,
2021.c.2.1.5,,,,,,,,World,areas (geography),,,,
2021.c.2.1.5,,,,,,,,,facets (controlled vocabulary),,,,
2021.c.2.1.5,,Prussia,nations,World,areas (geography),,,,,,,,
2021.c.2.1.5,,,general regions,,facets (controlled vocabulary),,,,,,,,
